Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
ae38c210-95c2-efac-7589-507d96c8afd7,2012-08-20,,999-24-6719,,,,Sara501,Tandy422,Kshlerin58,,,,white,nonhispanic,F,Fall River  Massachusetts  US,599 Sawayn Light,Millbury,Massachusetts,Worcester County,,00000,42.19039704413655,-71.77472221616057,36238.31,577.25,77119
8af76cc8-bf95-9814-0195-0012504c0b5e,1986-07-06,2025-08-03,999-26-7235,S99932850,X04629641X,Mr.,Trinidad33,Jean712,Bartell116,,,M,white,nonhispanic,M,Boston  Massachusetts  US,880 O'Conner Harbor Suite 90,Marlborough,Massachusetts,Middlesex County,25017,01752,42.3608032818953,-71.58857541070395,93356.44,145257.85,91849
e950281e-51e2-3002-8a29-d780f31d2a3c,2009-05-24,,999-41-9255,S99942807,,,Tonja658,,Connelly992,,,,white,hispanic,F,Bridgewater  Massachusetts  US,379 Kub Parade Unit 28,Lynn,Massachusetts,Essex County,25009,01940,42.52343264730819,-70.93602736973473,97448.33,126504.83,192649
64dda3f6-03eb-6003-531b-ab7b02286d9c,1948-06-16,2020-12-18,999-45-5727,S99984257,X33358385X,Mrs.,Jerry654,Moon129,Berge125,,Powlowski563,M,white,nonhispanic,F,Malden  Massachusetts  US,158 Dibbert Knoll,Brockton,Massachusetts,Plymouth County,25023,02351,42.164852587549746,-70.93479892818944,19929.24,1729143.41,15610
af598671-7a40-14d8-6f05-cb2dc52843c8,2022-08-20,,999-34-4345,,,,Dorotea472,Margarita164,Terrazas956,,,,white,hispanic,F,Salisbury  Saint Joseph Parish  DM,679 Purdy Grove,Billerica,Massachusetts,Middlesex County,,00000,42.54921630595216,-71.27283923528171,19210.41,8851.76,93293
4bc35867-0736-f4f3-4a94-885032cb0e50,1992-04-03,,999-60-9223,S99923497,X80051624X,Mr.,Bryan958,,Zemlak964,,,M,white,hispanic,M,Quincy  Massachusetts  US,391 Hodkiewicz Mill,Fall River,Massachusetts,Bristol County,25005,02721,41.6980677057583,-71.09655794183344,10502.79,224586.89,5800
086aa6b2-d708-2c71-377f-5a5a9134a904,1950-02-24,,999-16-9486,S99937704,X63621692X,Mrs.,Leola603,Mi492,Parker433,,Goyette777,W,asian,nonhispanic,F,Daegu  Daegu  KR,761 Boyle Trailer Suite 71,Needham,Massachusetts,Norfolk County,25021,02492,42.25151888668355,-71.26251139078695,170451.48,894158.99,325418
56494e92-3502-3419-115b-9162bc8d26f7,2009-07-03,,999-15-2427,S99951677,,,Cortney940,,Watsica258,,,,white,nonhispanic,F,Quincy  Massachusetts  US,724 Hayes Run,Medford,Massachusetts,Middlesex County,25017,02155,42.397264611864586,-71.10643824515611,23701.61,21484.83,653628
3d0aaf82-036b-1a78-75c5-7228b07f2a53,2008-06-01,,999-74-4143,S99971887,,Ms.,Marge692,Danuta945,Bode78,,,,white,nonhispanic,F,Boston  Massachusetts  US,178 Lang Loaf Suite 19,Springfield,Massachusetts,Hampden County,25013,01107,42.08468634005617,-72.52255593126743,86549.83,38006.98,71598
10744dfe-d04a-5bd9-f698-2e67996db14f,1973-06-22,2017-09-17,999-38-6929,S99954609,X29688146X,Mr.,Gregory545,Mary779,Purdy2,,,M,white,nonhispanic,M,Westfield  Massachusetts  US,758 Purdy Rapid Suite 96,Westfield,Massachusetts,Hampden County,25013,01085,42.114731123079224,-72.79513613137135,85290.43,536832.92,30651
50614ca9-e4cf-c037-bece-d8f701ef4d76,1927-03-12,1990-10-20,999-32-9505,S99924105,X73222646X,Mrs.,Zona368,Jenice416,Reichert620,,Satterfield305,M,white,nonhispanic,F,Weymouth  Massachusetts  US,638 Mayer Extension,Bedford,Massachusetts,Middlesex County,25017,01730,42.52489630048601,-71.29985470552741,320295.47,727868.81,133893
3ccba72f-4b51-6916-98b1-0744186e82a7,1961-06-04,,999-15-1247,S99983421,X34342459X,Ms.,Mildred587,Ollie731,Johns824,,,S,white,nonhispanic,F,Quincy  Massachusetts  US,240 Hayes Rest Apt 45,Medford,Massachusetts,Middlesex County,25017,02145,42.388401129263194,-71.07825504998942,418756.69,357142.86,39258
ddc0d09a-7669-6d9a-7cb8-4e11f9a3f333,1953-04-10,,999-47-2886,S99976399,X87190225X,Mrs.,Adina377,Kattie846,Collier206,,Rolfson709,M,white,nonhispanic,F,Smith Mills  Massachusetts  US,378 Gottlieb Glen Unit 25,Pepperell,Massachusetts,Middlesex County,25017,01463,42.638401220316005,-71.60300518127208,1398254.34,486029.96,118570
ec453ff4-0f5a-a70d-d1ab-ca0581280fe3,1955-09-13,2019-09-12,999-15-2315,S99985225,X38798114X,Mr.,Mitchel812,Rene434,Berge125,,,M,white,nonhispanic,M,Pittsfield  Massachusetts  US,921 Miller Throughway Suite 86,Hanson,Massachusetts,Plymouth County,25023,02341,42.037399255420205,-70.90702897589905,160332.05,3193521.23,55458
1ffb7b7d-8a68-f08b-9e85-cdd307925c16,1972-11-30,2018-07-05,999-63-3190,S99999625,X54193786X,Mr.,Emil691,,Swift555,,,S,white,nonhispanic,M,Tewksbury  Massachusetts  US,509 Gusikowski Vale,Pittsfield,Massachusetts,Berkshire County,25003,01201,42.47384346722557,-73.25803624494509,91077.40,25197.13,48623
cb7c94a2-c9e6-8f82-1095-161e419add3b,1989-11-05,,999-61-6584,S99952777,X59545387X,Mr.,Rodney21,Rashad361,Gaylord332,,,M,white,nonhispanic,M,Amesbury  Massachusetts  US,191 Kerluke Route Unit 7,Fall River,Massachusetts,Bristol County,25005,02723,41.640450039621655,-71.12967786729068,67036.96,30463.02,85797
bc1a0765-2032-7323-ac03-0e641856e4dc,1986-07-06,2021-10-13,999-55-1008,S99984518,X36546306X,Mr.,Travis723,,Schmidt332,,,M,white,nonhispanic,M,Bourne  Massachusetts  US,955 Howell Park,Marlborough,Massachusetts,Middlesex County,25017,01752,42.317689038654265,-71.53225750691368,81534.57,0.00,91849
16ddc82a-7064-f80e-4378-fbcc077ed849,1927-03-12,1973-04-22,999-40-6519,S99964726,X59904153X,Mrs.,Milissa240,,Doyle959,,Roberts511,M,white,nonhispanic,F,Mendon  Massachusetts  US,301 McLaughlin Bypass Apt 49,Bedford,Massachusetts,Middlesex County,25017,01730,42.46387825577118,-71.26239820721405,319135.99,1182324.86,133893
d50f58ab-8a5d-dbed-faf7-7d5bb93735c7,1965-02-27,,999-49-3131,S99939455,X05454441X,Mr.,Bud153,Bruno518,Dare640,,,M,asian,nonhispanic,M,Halifax  Massachusetts  US,596 Huels Loaf Apt 22,Westford,Massachusetts,Middlesex County,,00000,42.545415687577474,-71.40005774634537,213167.01,46629.44,56676
751aa85d-acf7-7ed6-3e4b-53a43eda1e2a,1973-06-22,2016-06-01,999-26-8001,S99922581,X62376658X,Mr.,Ryan260,,Walker122,,,M,white,nonhispanic,M,Springfield  Massachusetts  US,328 Hickle Highlands,Westfield,Massachusetts,Hampden County,25013,01085,42.093285342352836,-72.8422184909828,121669.58,29648.19,30651
1fd5db68-29cd-1cd6-3057-de8eb8e33403,1970-12-29,,999-71-9922,S99911925,X77576083X,Mrs.,Shantel839,Hildred696,Casper496,,Gaylord332,W,black,nonhispanic,F,Rochester  Massachusetts  US,565 Stokes Club,Stoughton,Massachusetts,Norfolk County,,00000,42.142385341038796,-71.11109146657203,367831.16,499692.20,128220
9bf81713-f461-01e4-207e-809c14cd9923,1948-06-16,,999-81-2867,S99926390,X64622276X,Mrs.,Gene733,Alexa171,Kohler843,,Hilpert278,M,white,nonhispanic,F,North Amherst  Massachusetts  US,815 Kozey Dam Suite 48,Brockton,Massachusetts,Plymouth County,25023,02302,42.04992360471591,-71.04745820279817,18411.94,967484.24,15610
4ab98a34-2665-4298-2e37-3352cecd9fda,1980-04-01,,999-27-8664,S99935166,X30635727X,Mr.,Les282,,Ward668,,,S,white,nonhispanic,M,Springfield  Massachusetts  US,714 Reichel Promenade Apt 97,North Attleborough,Massachusetts,Bristol County,,00000,42.00998205969503,-71.3438910525137,277339.32,721904.64,151288
23147ebb-3f64-3bbd-e2c8-7071efcdeece,2022-07-10,,999-86-8745,,,,Leandra549,Jacquetta148,Mosciski958,,,,white,nonhispanic,F,Harvard  Massachusetts  US,949 Armstrong Flat,Milton,Massachusetts,Norfolk County,25021,02186,42.25794322310257,-71.10529717471934,10356.14,1542.48,220952
8e51d46d-b008-8bec-98dd-2f33e46e88cc,1968-07-04,,999-24-3745,S99948580,X86114283X,Mr.,Theo630,,Cummings51,,,S,hawaiian,nonhispanic,M,New Bedford  Massachusetts  US,680 Shields Dam,Framingham,Massachusetts,Middlesex County,25017,01701,42.283032732201065,-71.40403475874713,82571.49,119490.70,315234
f952d536-911b-cde8-4c2c-9844663d48a6,2017-11-18,,999-36-5298,,,,Nicole384,Kathaleen265,Stokes453,,,,white,nonhispanic,F,Brookline  Massachusetts  US,1048 Stark Bay,Quincy,Massachusetts,Norfolk County,25021,02186,42.31019591077665,-70.97114831809417,1389.16,15312.05,20438
e11cfa8d-12ce-6867-ad59-3376ad93f218,1978-01-20,,999-21-7442,S99914146,X56260576X,Mrs.,Maia476,,Toy286,,Bode78,M,white,nonhispanic,F,Burlington  Massachusetts  US,606 Braun Trailer Suite 66,Andover,Massachusetts,Essex County,25009,01810,42.65787724374069,-71.1566717410159,274846.44,462577.46,194415
0e58272c-4068-a9a6-2a4b-137f35ac3e73,1972-11-30,,999-11-6866,S99927874,X41384707X,Mr.,Vern731,,Davis923,,,D,white,nonhispanic,M,Waltham  Massachusetts  US,563 Schroeder Extension,Pittsfield,Massachusetts,Berkshire County,25003,01201,42.4726475690493,-73.30219751493232,129497.12,18186.31,48623
dfb006aa-82bd-6d15-58e7-d42454db3910,2020-12-04,,999-59-7145,,,,Ramiro608,Alberto639,Sanabria449,,,,white,hispanic,M,Tegucigalpa  Francisco Morazán  HN,510 Waelchi Arcade,Boston,Massachusetts,Suffolk County,25025,02135,42.33273011535337,-71.06096784373808,550.00,11518.99,10454
f232661e-3d19-9e98-50c4-24183bd1abbe,1958-03-06,,999-51-1188,S99943507,X83848778X,Mrs.,Gabrielle769,Heidi513,Rosenbaum794,,Schimmel440,W,white,nonhispanic,F,Holyoke  Massachusetts  US,628 Heidenreich Lodge Suite 12,Boston,Massachusetts,Suffolk County,25025,02127,42.38943552064678,-71.16345868341048,1692851.20,369502.03,75725
d1c9f8a1-056d-ce2d-eb5b-09f66ac54c4f,1986-07-06,,999-51-3185,S99912033,X53914238X,Mr.,Malcolm243,Willian804,Jacobson885,,,M,white,nonhispanic,M,Boston  Massachusetts  US,618 Jacobson Neck,Marlborough,Massachusetts,Middlesex County,25017,01752,42.35203110894121,-71.59500692175293,13695.61,125580.32,91849
4cb64fa0-b67a-125f-8a12-b1e00f5b9020,2020-03-25,,999-69-4707,,,,Terry864,Matt836,O'Hara248,,,,asian,nonhispanic,M,Boston  Massachusetts  US,666 Howell Gate,Everett,Massachusetts,Middlesex County,25017,02148,42.365268648425406,-71.08348594744467,14458.32,9372.32,63947
9f7d4ed4-ac53-0722-1739-50b32e88f8f5,1973-06-22,,999-39-3158,S99941118,X07216151X,Mr.,Clifton91,Samual455,Hills818,,,M,white,nonhispanic,M,Westfield  Massachusetts  US,971 Marvin Green Apt 49,Westfield,Massachusetts,Hampden County,25013,01086,42.17943729176749,-72.75503246910088,194415.23,193516.92,30651
9bb19bd1-562e-4b7b-8f4c-d14477769097,2008-04-29,,999-53-4671,S99935355,,Ms.,Carlota980,Olivia294,Villalobos491,,,,hawaiian,hispanic,F,Roseau  Saint George  DM,258 Will Ramp Suite 87,Billerica,Massachusetts,Middlesex County,,00000,42.5448194922936,-71.29472969192561,64780.02,166453.98,40157
3e8c0145-5055-3e40-3434-b130867efcf1,2022-01-22,,999-31-9633,,,,Jarrett354,,Runte676,,,,white,nonhispanic,M,Framingham  Massachusetts  US,756 Grady Rue Unit 94,Dartmouth,Massachusetts,Bristol County,,00000,41.5466701486284,-70.96889385485227,6389.20,5878.40,155090
48b4ffac-de39-7b0d-e27e-d097447dafa3,2000-12-20,,999-34-4560,S99965038,X70452137X,Ms.,Alverta45,Gaye230,Quigley282,,,,native,nonhispanic,F,Boston  Massachusetts  US,503 Jacobs Mews,Lynn,Massachusetts,Essex County,25009,01902,42.451224472992955,-71.01056043493833,88207.59,239907.14,36444
d6fb8085-8262-037d-0d0c-e90e5fb2f6d9,2016-07-07,,999-82-4251,,,,Stacee229,,Shanahan202,,,,white,nonhispanic,F,Gardner  Massachusetts  US,187 Klein Mall Suite 59,Fall River,Massachusetts,Bristol County,25005,02723,41.70266942534413,-71.15208506066017,4634.47,31420.10,8370
bf63ff73-03e8-c6f9-7a27-1ee2dc5ab285,2019-01-30,,999-12-4678,,,,Rebeca548,Raquel318,Rivas297,,,,white,hispanic,F,Santo Domingo  National District  DO,422 Jones Bypass,Chelsea,Massachusetts,Suffolk County,25025,02150,42.377026024613166,-71.01663348129057,1736.97,29414.50,11746
a6156fdb-75e5-3ce2-4a3a-1e09e1815fa1,1951-02-17,,999-43-7736,S99964496,X20212531X,Mrs.,Vernice968,,Goyette777,,Weber641,D,white,nonhispanic,F,Boston  Massachusetts  US,122 Rolfson Heights Suite 11,Palmer,Massachusetts,Hampden County,25013,01095,42.151693080530954,-72.28953955211526,177777.21,774266.86,187600
d43a114c-7fbe-f332-6ef5-b701827f90be,1999-09-19,,999-26-3467,S99940564,X18713878X,Mr.,Freddie621,Desmond566,O'Connell601,,,,asian,nonhispanic,M,Hanoi  Hà Đông  VN,606 Carroll Passage,Cambridge,Massachusetts,Middlesex County,25017,02472,42.40410819823348,-71.12787175803062,140162.53,630109.67,89752
5477e324-043e-4989-50c3-58d13795f4ff,1997-06-05,,999-52-4704,S99936482,X64889007X,Mrs.,Rocio28,,Saiz247,,Molina998,M,black,hispanic,F,San Juan  Puerto Rico  PR,280 Jenkins Dale,Boston,Massachusetts,Suffolk County,25025,02114,42.38997340050035,-71.0346605141019,5251.36,423103.35,2503
64e1e29a-ac1e-c1fd-ab09-69720c1971e1,1954-12-04,,999-49-5396,S99949948,X09035987X,Mrs.,Ana Luisa894,Barbara209,Ochoa950,,Otero621,M,white,hispanic,F,Carolina  Puerto Rico  PR,746 Ullrich Junction Unit 67,Lexington,Massachusetts,Middlesex County,25017,02420,42.41041186049816,-71.21747688618049,177391.34,104226.81,471184
60a6b3a2-e584-f1ca-5df7-81d494cc308f,1990-05-26,,999-24-6275,S99947098,X20219514X,Mrs.,Tiffiny991,Theda286,Heaney114,,Nolan344,M,white,nonhispanic,F,Marshfield  Massachusetts  US,771 Spinka Trail Suite 37,Easthampton,Massachusetts,Hampshire County,25015,01027,42.2821343354557,-72.76044899465226,219113.84,273846.99,91127
3eb502f9-91a2-dd67-8fa6-e0c4d1a96204,1979-05-31,,999-26-3002,S99958710,X86396489X,Mrs.,Chan58,Penni796,Zulauf375,,Orn563,M,white,nonhispanic,F,Swansea  Massachusetts  US,582 Gislason Forge,Hampden,Massachusetts,Hampden County,,00000,42.05453182888079,-72.37655448838728,15830.70,775281.32,21469
0a650a2b-fce8-c52f-c493-f9068a1d8fc3,2004-07-30,,999-13-6096,S99912785,X15015469X,Ms.,Georgette866,Priscila9,Gorczany269,,,,white,nonhispanic,F,Milford  Massachusetts  US,747 Hyatt Junction Unit 61,Stoughton,Massachusetts,Norfolk County,,00000,42.16131980349913,-71.05887829087096,156923.12,497868.89,59744
875e4e16-d40b-a746-310b-b40a215c2e81,2002-06-17,,999-39-4363,S99999614,X35589695X,Ms.,Sharell873,Amina496,Gleason633,,,,white,nonhispanic,F,Amherst Center  Massachusetts  US,284 Ward Skyway Unit 84,Wilbraham,Massachusetts,Hampden County,25013,01095,42.17073636902549,-72.40178936245923,81394.10,318601.97,116049
206efa06-796e-2d8b-cd5e-74629efbc9e6,1955-09-13,,999-48-9051,S99931044,X38567787X,Mr.,Man114,,Walter473,,,M,white,nonhispanic,M,Woburn  Massachusetts  US,819 D'Amore Center,Hanson,Massachusetts,Plymouth County,25023,02341,42.019516580344586,-70.81888461087723,190702.33,122887.54,55458
127131da-2cb0-9c13-7408-50f387666cac,1991-09-30,,999-73-8546,S99949628,X99960173X,Ms.,Meryl421,,Rath779,,,S,white,hispanic,F,Wakefield  Massachusetts  US,981 Muller Common,Gloucester,Massachusetts,Essex County,25009,01930,42.669206024027815,-70.6440104726247,51762.29,1128637.16,35627
21d94fa0-cc37-b9fe-b3f4-da5be83373af,2006-11-12,,999-97-5551,S99927067,,Ms.,Wynona930,Somer38,Bogisich202,,,,asian,nonhispanic,F,Hampden  Massachusetts  US,389 Lowe Vale Apt 96,Waltham,Massachusetts,Middlesex County,25017,02452,42.42351232955006,-71.20352237351423,103763.46,194491.13,102229
f31c3a25-cbd4-f768-4f15-bc50ca39f88a,1993-07-16,,999-54-1772,S99961697,X18325895X,Mr.,Reynaldo722,,Kris249,,,M,white,nonhispanic,M,Andover  Massachusetts  US,888 Bashirian Rest,Stow,Massachusetts,Middlesex County,,00000,42.43429678866287,-71.49506469576946,7366.49,85358.00,7705
505ab59f-43be-372f-fe86-d4b9b5572732,2013-01-10,,999-60-1521,,,,Neely59,Leonore418,Mohr916,,,,white,nonhispanic,F,Holden  Massachusetts  US,573 Gutmann Bay,Harwich,Massachusetts,Barnstable County,,00000,41.69473419774694,-70.11959137930656,2472.73,28526.08,10453
ebf36924-0879-725d-e75f-57b919060f6b,1927-03-12,2001-05-09,999-58-7972,S99949967,X39820498X,Mrs.,Zena758,Pattie91,DuBuque211,,Johnson679,M,white,nonhispanic,F,Billerica  Massachusetts  US,692 Reilly Key Unit 24,Bedford,Massachusetts,Middlesex County,25017,01730,42.48754723316729,-71.26454173414324,290138.77,2162992.05,133893
692d63bd-00f7-f5a2-0f36-4b08eb0daa71,1975-01-26,,999-12-1469,S99911892,X34358988X,Ms.,Bea654,Lauran65,Lubowitz58,,,S,white,nonhispanic,F,Framingham  Massachusetts  US,256 Langosh Bypass Apt 61,Harwich,Massachusetts,Barnstable County,,00000,41.6854985842779,-70.06531399916896,828697.23,393630.32,54332
6bca51b7-2e7f-a87a-6568-45c889d9628f,1957-07-10,,999-32-6862,S99916346,X00182352X,Ms.,Logan497,Eileen854,Lindgren255,,,S,white,nonhispanic,F,Chelmsford  Massachusetts  US,524 Walter Wynd Apt 51,Attleboro,Massachusetts,Bristol County,25005,02703,41.89431287743902,-71.33479581442725,683501.23,583582.18,47617
f3e7dbfa-5e3d-9abf-4394-95fb1c7aa556,2015-12-25,,999-72-4130,,,,Randell912,Kenneth671,Sawayn19,,,,white,nonhispanic,M,Ipswich  Massachusetts  US,390 Christiansen Viaduct,Great Barrington,Massachusetts,Berkshire County,25003,01230,42.19947582225532,-73.3150997972454,2767.76,35050.14,28641
b02c6eee-ee6f-5768-495d-4a2ceed2a403,1948-04-18,1991-07-06,999-45-6342,S99916725,X23595884X,Mrs.,Lorita217,Ludivina884,Littel644,,Reinger292,W,asian,hispanic,F,Sharon  Massachusetts  US,918 Hane Landing,Boston,Massachusetts,Suffolk County,25025,02132,42.328153978502336,-71.02255430745623,515341.69,185249.86,60409
6107b1de-aad9-7926-3acb-cedbb98399fb,2007-03-21,,999-95-1731,S99947484,,Mr.,Kim439,Sid118,Mann644,,,,white,nonhispanic,M,Upton  Massachusetts  US,239 Schoen Avenue Apt 65,Revere,Massachusetts,Suffolk County,25025,02151,42.43231472845046,-70.99716841226771,56733.55,0.00,103364
45241c37-75e1-d2d9-b50c-e4786597e99c,1996-10-14,,999-44-9498,S99965544,X94761443X,Mrs.,Sierra982,Erna640,Mitchell808,,Jones311,M,white,nonhispanic,F,Beverly  Massachusetts  US,954 Brown Village,Haverhill,Massachusetts,Essex County,25009,01830,42.76855627926083,-71.12511162303848,184723.81,339875.90,72213
3b0d3e2c-aa55-5954-59a6-e07babc81946,1971-10-11,,999-11-7365,S99994179,X58442439X,Mr.,William805,Andre610,McGlynn426,,,D,white,nonhispanic,M,Boston  Massachusetts  US,344 Kertzmann Dam Unit 90,Ware,Massachusetts,Hampshire County,25015,01082,42.25148723437291,-72.29055970935146,293966.79,37160.96,119658
dcb398cd-d67b-c971-f17d-7db3fe847339,1992-05-29,,999-23-1532,S99995744,X12996440X,Mr.,Vern731,Ivory697,Effertz744,,,S,white,hispanic,M,Northampton  Massachusetts  US,249 Bradtke View,Waltham,Massachusetts,Middlesex County,25017,02472,42.35868676410927,-71.23114936829323,103403.64,13543.75,98306
27e0f250-92aa-06d7-c954-15f9d11e92ba,1947-12-31,,999-98-7449,S99994869,X73420581X,Mrs.,Kym935,Elvira561,Robel940,,Kessler503,W,white,nonhispanic,F,Worcester  Massachusetts  US,828 Von Ranch,Boston,Massachusetts,Suffolk County,25025,02199,42.42393928430598,-71.10595266454874,862697.67,247256.02,112189
e088c48f-9822-68c3-e95c-68f2693c3169,2000-11-19,,999-37-8949,S99931561,X51352552X,Mr.,Darnell564,Rayford811,Corwin846,,,,asian,nonhispanic,M,Tewksbury  Massachusetts  US,970 Cassin Hollow,West Boylston,Massachusetts,Worcester County,,00000,42.34339624187531,-71.75773268243485,53334.25,41629.18,53137
0febaa7f-1ad3-2ad9-19ff-a3d46a2f17cb,1948-08-02,,999-77-8383,S99958973,X56592919X,Mr.,Kurtis994,Orville751,Deckow585,MD,,S,asian,hispanic,M,Pepperell  Massachusetts  US,468 Weber Track,Sturbridge,Massachusetts,Worcester County,25027,01566,42.132921974735375,-72.0426306162718,163240.91,371138.08,129793
a2e052f8-027b-87ed-6261-7c9e43131614,1997-01-02,,999-17-2135,S99949124,X83946184X,Mrs.,Eva64,Elvira561,Ferrer164,,Trujillo801,M,white,hispanic,F,Caguas  Puerto Rico  PR,299 Schiller Mission,Boston,Massachusetts,Suffolk County,25025,02128,42.26199780650326,-71.10634687150745,201792.35,241268.27,141586
bb27f279-a778-855b-aae3-c0c22a7ce3b5,2024-05-13,,999-72-2948,,,,Teresa94,Guillermina633,Casillas702,,,,white,hispanic,F,Buenos Aires  Ciudad de Buenos Aires  AR,492 Von Burg,Lynn,Massachusetts,Essex County,25009,01940,42.424012611130145,-70.97297438132432,495.86,7135.51,15559
ecd92386-e344-a8d6-2a4c-8e20ce0537f9,2021-11-12,,999-18-6969,,,,Troy560,,Moore224,,,,white,nonhispanic,M,Nantucket  Massachusetts  US,126 Robel Ranch,Easton,Massachusetts,Bristol County,,00000,42.00304228511112,-71.14034805038452,20219.36,18694.97,934308
ce1fa12f-d683-6a66-61cb-3d347d72d36d,1960-04-28,,999-89-4703,S99993654,X98529317X,Mr.,Tomás404,Roberto515,Caraballo427,,,S,white,hispanic,M,Mexico City  Mexico City  MX,571 Boehm Vale Suite 93,Peabody,Massachusetts,Essex County,25009,01960,42.58169351757199,-71.07596084107229,425565.71,338414.45,71276
40f94140-54d9-b9a9-1064-719c3b7a2ec9,1998-02-12,,999-55-7695,S99934333,X06800119X,Mrs.,Dusty207,,Dooley940,,Howe413,M,white,nonhispanic,F,Provincetown  Massachusetts  US,227 Gutmann Ranch,Cambridge,Massachusetts,Middlesex County,25017,02472,42.40006968422576,-71.05502929112667,7745.08,349787.60,2656
843ecca6-3308-3de5-c694-157a5a6fcacf,1974-04-21,,999-11-6278,S99975549,X43733674X,Mrs.,Fiona703,Tracy345,Hilpert278,,Cruickshank494,M,white,nonhispanic,F,Wellesley  Massachusetts  US,977 Senger Vista Suite 82,Falmouth,Massachusetts,Barnstable County,25001,02540,41.640992504597996,-70.63437421033274,248707.07,26380.83,87185
3cdf3ef6-17b9-a749-d5d9-ac81dbe47801,1996-12-21,,999-52-8655,S99944342,X09917807X,Mrs.,Jenniffer979,Carlene772,Wolff180,,Satterfield305,M,white,nonhispanic,F,Easton  Massachusetts  US,289 Bogisich Skyway,Revere,Massachusetts,Suffolk County,25025,02151,42.43281490025812,-70.98356994708122,109833.81,179389.22,33439
9e7c7943-6fcb-1831-3803-2c13f7bbb555,2023-11-13,,999-97-7954,,,,Thanh759,Robin66,Feest103,,,,white,nonhispanic,M,Bridgewater  Massachusetts  US,287 Runolfsson Branch,Rutland,Massachusetts,Worcester County,25027,01543,42.412463648661095,-72.01859948779372,6603.98,0.00,38298
5484a8d5-6b5f-fd2b-a546-34d21a311ea3,1978-04-07,,999-73-4930,S99984855,X26589806X,Mr.,Jamaal34,Renato359,Hand679,,,M,white,nonhispanic,M,Mansfield  Massachusetts  US,133 Schimmel Extension,Somerville,Massachusetts,Middlesex County,25017,02145,42.35284845201748,-71.14666325887772,8421.37,118530.10,17157
2a81bfbb-467e-c19d-ff51-8cdc8336bacf,1991-12-16,,999-68-6192,S99911226,X16311864X,Mr.,Jame231,Oren284,Streich926,,,M,white,nonhispanic,M,Brockton  Massachusetts  US,639 Lemke Rapid,Wenham,Massachusetts,Essex County,,00000,42.57661609281328,-70.88654252332182,59825.23,32569.51,106842
47be5e67-d2ea-a559-e8e0-a45f971b010f,1948-04-18,1989-11-15,999-85-1350,S99920100,X86779132X,Mrs.,Zena758,,Koelpin146,,Bednar518,M,asian,hispanic,F,Lunenburg  Massachusetts  US,656 Buckridge Hollow Suite 49,Boston,Massachusetts,Suffolk County,25025,02110,42.244901769457265,-71.12370208310826,698864.25,121685.65,60409
5375d168-243a-d319-4699-a2c8e7e7a9b1,1953-02-21,,999-19-3294,S99977458,X35079583X,Mr.,Kim439,Dylan44,O'Connell601,,,S,white,nonhispanic,M,Boston  Massachusetts  US,388 O'Reilly Run Apt 11,Northfield,Massachusetts,Franklin County,25011,01360,42.69954533427129,-72.42212852690173,168121.35,222791.31,72628
746b2933-f8bb-9e4c-33d4-159da9d97173,1972-11-20,,999-20-3172,S99938838,X56085115X,Mrs.,Evangeline16,Adena533,Roberts511,,Reichel38,M,white,nonhispanic,F,Brookline  Massachusetts  US,888 Bergnaum Rest Suite 81,Somerville,Massachusetts,Middlesex County,25017,02155,42.46648952342127,-71.09250339335229,527389.53,411834.72,71042
52befd4c-9707-0146-b7ed-88f8b3465544,1975-12-13,,999-91-1689,S99928748,X23243383X,Mr.,Franklyn361,Moshe758,Gibson10,,,D,white,nonhispanic,M,Boston  Massachusetts  US,425 Kirlin Pathway Apt 79,Boston,Massachusetts,Suffolk County,25025,02128,42.351518482203446,-71.19162430081859,93943.83,2758.33,132592
ae9f60a3-0eb6-0dca-57dc-266d3e3b5f49,2026-04-04,,999-53-4622,,,,Peter292,,Moore224,,,,white,nonhispanic,F,Needham  Massachusetts  US,869 Lindgren Alley,Fitchburg,Massachusetts,Worcester County,25027,01420,42.62286177796652,-71.78230931750285,100.00,1336.98,8357
e6b5f5c7-ee3e-4da3-2ca9-19d639d8b2dd,1990-12-15,,999-19-3282,S99980647,X83954514X,Mrs.,Kimber624,,Nolan344,,Streich926,M,white,nonhispanic,F,Nantucket  Massachusetts  US,999 Abernathy Mall,Athol,Massachusetts,Worcester County,25027,01331,42.57432360968073,-72.2183311376488,374596.26,67663.47,40947
3e4cf290-d319-e6b2-1ca0-8f40535b3f45,1982-02-19,,999-69-8282,S99975886,X56973667X,Mrs.,Desire394,Leida589,Herzog843,,Buckridge80,M,white,nonhispanic,F,Ashland  Massachusetts  US,444 Crooks Ramp Unit 19,Fitchburg,Massachusetts,Worcester County,25027,01420,42.59805246961112,-71.81572035529835,508381.26,1034031.56,79602
